"","Langs","year","region","dataType","value"
"12961","Panjabi",2013,"florida","percent",0.00946441302987113
"12962","Marathi",2013,"florida","percent",0.0118790873219497
"12963","Bihari",2013,"florida","percent",0.00119345970757906
"12964","Oriya",2013,"florida","percent",0.000971420692215512
"12965","Nepali",2013,"florida","percent",0.00846523746073518
"12966","Sindhi",2013,"florida","percent",0.00180406699982881
"12967","Pakistan nec3",2013,"florida","percent",0.0034693596150554
"12968","Sinhalese",2013,"florida","percent",0.00424649616882781
"12969","Romany",2013,"florida","percent",0.000499587784567978
"12970","Jamaican Creole",2013,"florida","percent",0.0190953553212649
"12971","Krio",2013,"florida","percent",0.00305303646124875
"12972","Pidgin",2013,"florida","percent",0.000527342661488421
"12973","Catalonian",2013,"florida","percent",0.000971420692215512
"12974","Romanian",2013,"florida","percent",0.0536501770872167
"12975","Welsh",2013,"florida","percent",0.0014154987229426
"12976","Irish Gaelic",2013,"florida","percent",0.00563424001484997
"12977","Albanian",2013,"florida","percent",0.0348323705351562
"12978","Lithuanian",2013,"florida","percent",0.0118235775681088
"12979","Latvian",2013,"florida","percent",0.00377466326118028
"12980","Pashto",2013,"florida","percent",0.00363588887657806
"12981","Kurdish",2013,"florida","percent",0.00216488039979457
"12982","Chinese",2013,"florida","percent",0.240246214623356
"12983","Cantonese",2013,"florida","percent",0.0352764485658833
"12984","Mandarin",2013,"florida","percent",0.0469612517493899
"12985","Formosan",2013,"florida","percent",0.00699422898395169
"12986","Japanese",2013,"florida","percent",0.0668392945998113
"12987","Korean",2013,"florida","percent",0.103914259190139
"12988","Mon-Khmer, Cambodian",2013,"florida","percent",0.0259730138221507
"12989","Hmong",2013,"florida","percent",0.00912025255605763
"12990","Thai",2013,"florida","percent",0.0547881270409549
"12991","Laotian",2013,"florida","percent",0.0234473200223904
"12992","Vietnamese",2013,"florida","percent",0.31151518757967
"12993","Uighur",2013,"florida","percent",0.00210937064595368
"12994","Azerbaijani",2013,"florida","percent",0.000194284138443102
"12995","Turkish",2013,"florida","percent",0.0479604273185259
"12996","Mongolian",2013,"florida","percent",0.00077713655377241
"12997","Gondi",2013,"florida","percent",0.000222039015363546
"12998","Telugu",2013,"florida","percent",0.0458233017956517
"12999","Kannada",2013,"florida","percent",0.00890931549146227
"13000","Malayalam",2013,"florida","percent",0.0410772178422559
"13001","Tamil",2013,"florida","percent",0.0299475121971582
"13002","Munda",2013,"florida","percent",0.00416323153806648
"13003","Burmese",2013,"florida","percent",0.0111297056450977
"13004","Karen",2013,"florida","percent",0.00180406699982881
"13005","Kachin",2013,"florida","percent",0.000166529261522659
"13006","Tagalog",2013,"florida","percent",0.333974433983693
"13007","Indonesian",2013,"florida","percent",0.00888156061454182
"13008","Malagasy",2013,"florida","percent",0.000166529261522659
"13009","Malay",2013,"florida","percent",0.00222039015363546
"13010","Bisayan",2013,"florida","percent",0.00682769972242903
"13011","Sebuano",2013,"florida","percent",0.00532893636872509
"13012","Ilocano",2013,"florida","percent",0.00305303646124875
"13013","Pampangan",2013,"florida","percent",0.000444078030727091
"13014","Carolinian",2013,"florida","percent",0.000915910938374626
"13015","Chamorro",2013,"florida","percent",0.00344160473813496
"13016","Marshallese",2013,"florida","percent",0.000999175569135955
"13017","Ponapean",2013,"florida","percent",0.00174855724598792
"13018","Yapese",2013,"florida","percent",0.000360813399965762
"13019","Samoan",2013,"florida","percent",0.00308079133816919
"13020","Tongan",2013,"florida","percent",0.0010269304460564
"13021","Hawaiian",2013,"florida","percent",0.00163753773830615
"13022","Navajo",2013,"florida","percent",0.000438527055343003
"13023","Inupik",2013,"florida","percent",0.000360813399965762
"13024","Cree",2013,"florida","percent",0.000333058523045318
"13025","Potawatomi",2013,"florida","percent",0.000305303646124875
"13026","Dakota",2013,"florida","percent",0.000888156061454182
"13027","Mikasuki",2013,"florida","percent",0.00155427310754482
"13028","Muskogee",2013,"florida","percent",0.00260895843052166
"13029","Keres",2013,"florida","percent",0.000527342661488421
"13030","Cherokee",2013,"florida","percent",0.000943665815295069
"13031","American Indian",2013,"florida","percent",0.00169304749214703
"13032","Hungarian",2013,"florida","percent",0.0591622956436167
"13033","Arabic",2013,"florida","percent",0.237365258399014
"13034","Hebrew",2013,"florida","percent",0.111030609632541
"13035","Amharic",2013,"florida","percent",0.0121011263373132
"13036","Berber",2013,"florida","percent",0.000527342661488421
"13037","Chadic",2013,"florida","percent",0.00119345970757906
"13038","Cushite",2013,"florida","percent",0.000832646307613296
"13039","Sudanic",2013,"florida","percent",0.000360813399965762
"13040","Nilotic",2013,"florida","percent",0.000333058523045318
"13041","Swahili",2013,"florida","percent",0.010519098352848
"13042","Bantu",2013,"florida","percent",0.00582852415329307
"13043","Mande",2013,"florida","percent",0.000638362169170194
"13044","Fulani",2013,"florida","percent",0.00296977183048742
"13045","Kru, Ibo, Yoruba",2013,"florida","percent",0.0391621313347454
"13046","Efik",2013,"florida","percent",0.00152651823062438
"13047","African",2013,"florida","percent",0.00191508650751058
"13048","Finnish",2013,"florida","percent",0.013461115306415
"13049","Estonian",2013,"florida","percent",0.00446853518419135
"13050","Caucasian",2013,"florida","percent",0.000444078030727091
"13051","Basque",2013,"florida","percent",0.000222039015363546
"13052","Syriac",2013,"florida","percent",0.000582852415329307
"13053","Misumalpan",2013,"florida","percent",0.000305303646124875
"13054","Oto - Manguen",2013,"florida","percent",0.000111019507681773
"13055","Quechua",2013,"florida","percent",0.000277548769204432
"13056","Arawakian",2013,"florida","percent",0.000388568276886205
"13057","Uncodable",2013,"florida","percent",0.00180406699982881
"13058","Only English",2013,"georgia","percent",86.7303314920696
"13059","Spanish",2013,"georgia","percent",7.76921022673833
"13060","French",2013,"georgia","percent",0.391983435086612
"13061","Patois",2013,"georgia","percent",0.0269351745897505
"13062","Cajun",2013,"georgia","percent",0.00142340353523072
"13063","French Creole",2013,"georgia","percent",0.191020754427962
"13064","Italian",2013,"georgia","percent",0.0530601040902158
"13065","Portuguese",2013,"georgia","percent",0.132267036196823
"13066","German",2013,"georgia","percent",0.284242736727611
"13067","Yiddish",2013,"georgia","percent",0.00603304113778557
"13068","Pennsylvania Dutch",2013,"georgia","percent",0.00180662756394668
"13069","Dutch",2013,"georgia","percent",0.0306031760074604
"13070","Afrikaans",2013,"georgia","percent",0.0229934417229577
"13071","Swedish",2013,"georgia","percent",0.0141792890624906
"13072","Danish",2013,"georgia","percent",0.00591259930018913
"13073","Norwegian",2013,"georgia","percent",0.00350376254826022
"13074","Icelandic",2013,"georgia","percent",0.000766448057431924
"13075","Greek",2013,"georgia","percent",0.030274698268561
"13076","Russian",2013,"georgia","percent",0.162574582239274
"13077","Polish",2013,"georgia","percent",0.0412458547478008
"13078","Serbocroatian",2013,"georgia","percent",0.067611667923459
"13079","Croatian",2013,"georgia","percent",0.00864991379101743
"13080","Serbian",2013,"georgia","percent",0.00525564382239033
"13081","Bielorussian",2013,"georgia","percent",0.000437970318532528
"13082","Ukrainian",2013,"georgia","percent",0.0153289611486385
"13083","Czech",2013,"georgia","percent",0.00979958587716531
"13084","Slovak",2013,"georgia","percent",0.00317528480936083
"13085","Bulgarian",2013,"georgia","percent",0.0177925441903839
"13086","Macedonian",2013,"georgia","percent",0.00147814982504728
"13087","Armenian",2013,"georgia","percent",0.00491621682552763
"13088","Persian",2013,"georgia","percent",0.101039752485454
"13089","Hindi",2013,"georgia","percent",0.238080665154282
"13090","Gujarati",2013,"georgia","percent",0.215218614526884
"13091","Urdu",2013,"georgia","percent",0.102999669660887
"13092","India nec3",2013,"georgia","percent",0.0389246120595784
"13093","Bengali",2013,"georgia","percent",0.0900029004584345
"13094","Panjabi",2013,"georgia","percent",0.0212963067386442
"13095","Marathi",2013,"georgia","percent",0.0305484297176438
"13096","Oriya",2013,"georgia","percent",0.00120441837596445
"13097","Assamese",2013,"georgia","percent",0.000383224028715962
"13098","Nepali",2013,"georgia","percent",0.0366252678872826
"13099","Sindhi",2013,"georgia","percent",0.00875940637065056
"13100","Pakistan nec3",2013,"georgia","percent",0.00399647915660932
"13101","Sinhalese",2013,"georgia","percent",0.00596734559000569
"13102","Jamaican Creole",2013,"georgia","percent",0.0146720056708397
"13103","Krio",2013,"georgia","percent",0.0113324819920292
"13104","Pidgin",2013,"georgia","percent",0.000656955477798792
"13105","Gullah",2013,"georgia","percent",0.000602209187982226
"13106","Catalonian",2013,"georgia","percent",0.000656955477798792
"13107","Romanian",2013,"georgia","percent",0.0690350714586897
"13108","Welsh",2013,"georgia","percent",0.00125916466578102
"13109","Irish Gaelic",2013,"georgia","percent",0.00416071802605902
"13110","Albanian",2013,"georgia","percent",0.0155479463079047
"13111","Lithuanian",2013,"georgia","percent",0.00744549541505297
"13112","Latvian",2013,"georgia","percent",0.00284680707046143
"13113","Pashto",2013,"georgia","percent",0.0056388678511063
"13114","Kurdish",2013,"georgia","percent",0.00646006219835479
"13115","Chinese",2013,"georgia","percent",0.344737386974916
"13116","Cantonese",2013,"georgia","percent",0.0301104593991113
"13117","Mandarin",2013,"georgia","percent",0.0799295831321863
"13118","Formosan",2013,"georgia","percent",0.0105112876447807
"13119","Wu",2013,"georgia","percent",0.000437970318532528
"13120","Japanese",2013,"georgia","percent",0.092784011981116
"13121","Korean",2013,"georgia","percent",0.492475724673901
"13122","Mon-Khmer, Cambodian",2013,"georgia","percent",0.0489979293858266
"13123","Hmong",2013,"georgia","percent",0.0335156786257017
"13124","Thai",2013,"georgia","percent",0.0348843358711158
"13125","Laotian",2013,"georgia","percent",0.0563120337053198
"13126","Vietnamese",2013,"georgia","percent",0.450102096355879
"13127","Uighur",2013,"georgia","percent",0.00054746289816566
"13128","Turkish",2013,"georgia","percent",0.0349281329029691
"13129","Dravidian",2013,"georgia","percent",0.000711701767615358
"13130","Gondi",2013,"georgia","percent",0.000602209187982226
"13131","Telugu",2013,"georgia","percent",0.0984885753800022
"13132","Kannada",2013,"georgia","percent",0.0140150501930409
"13133","Malayalam",2013,"georgia","percent",0.0437970318532528
"13134","Tamil",2013,"georgia","percent",0.0695277880670388
"13135","Munda",2013,"georgia","percent",0.00125916466578102
"13136","Burmese",2013,"georgia","percent",0.0180662756394668
"13137","Karen",2013,"georgia","percent",0.0134675872948752
"13138","Kachin",2013,"georgia","percent",0.000656955477798792
"13139","Mien",2013,"georgia","percent",0.00175188127413011
"13140","Tagalog",2013,"georgia","percent",0.133635693442238
"13141","Indonesian",2013,"georgia","percent",0.0252927858952535
"13142","Malay",2013,"georgia","percent",0.00213510530284607
"13143","Bisayan",2013,"georgia","percent",0.00191612014357981
"13144","Sebuano",2013,"georgia","percent",0.00262782191119517
"13145","Ilocano",2013,"georgia","percent",0.00175188127413011
"13146","Micronesian",2013,"georgia","percent",0.00197086643339638
"13147","Chamorro",2013,"georgia","percent",0.00394173286679275
"13148","Polynesian",2013,"georgia","percent",0.000109492579633132
"13149","Samoan",2013,"georgia","percent",0.00930686926881622
"13150","Hawaiian",2013,"georgia","percent",0.00114967208614789
"13151","Navajo",2013,"georgia","percent",0.00255117710545197
"13152","Dakota",2013,"georgia","percent",0.000711701767615358
"13153","Muskogee",2013,"georgia","percent",0.00109492579633132
"13154","Keres",2013,"georgia","percent",0.00104017950651475
"13155","Cherokee",2013,"georgia","percent",0.00158764240468041
"13156","Tewa",2013,"georgia","percent",0.00153289611486385
"13157","American Indian",2013,"georgia","percent",0.00142340353523072
"13158","Hungarian",2013,"georgia","percent",0.0104674906129274
"13159","Arabic",2013,"georgia","percent",0.167994464931114
"13160","Hebrew",2013,"georgia","percent",0.0305922267494971
"13161","Amharic",2013,"georgia","percent",0.135935037614533
"13162","Chadic",2013,"georgia","percent",0.00361325512789336
"13163","Cushite",2013,"georgia","percent",0.0356398346705845
"13164","Nilotic",2013,"georgia","percent",0.00054746289816566
"13165","Nubian",2013,"georgia","percent",0.000218985159266264
"13166","Swahili",2013,"georgia","percent",0.0517899901664714
"13167","Bantu",2013,"georgia","percent",0.0243620989683719
"13168","Mande",2013,"georgia","percent",0.00947110813826591
"13169","Fulani",2013,"georgia","percent",0.0229386954331411
"13170","Gur",2013,"georgia","percent",0.00246358304174547
"13171","Kru, Ibo, Yoruba",2013,"georgia","percent",0.223912325349755
"13172","Efik",2013,"georgia","percent",0.00832143605211803
"13173","Mbum (and related)",2013,"georgia","percent",0.00109492579633132
"13174","African",2013,"georgia","percent",0.00465343463440811
"13175","Finnish",2013,"georgia","percent",0.00596734559000569
"13176","Estonian",2013,"georgia","percent",0.00027373144908283
"13177","Caucasian",2013,"georgia","percent",0.00284680707046143
"13178","Mapuche",2013,"georgia","percent",0.00229934417229577
"13179","Oto - Manguen",2013,"georgia","percent",0.00317528480936083
"13180","Arawakian",2013,"georgia","percent",0.000218985159266264
"13181","Chibchan",2013,"georgia","percent",0.00175188127413011
"13182","Uncodable",2013,"georgia","percent",0.00131391095559758
"13183","Only English",2013,"hawaii","percent",74.6018685779772
"13184","Spanish",2013,"hawaii","percent",1.98045956917818
"13185","French",2013,"hawaii","percent",0.342248897694385
"13186","French Creole",2013,"hawaii","percent",0.0270380513956063
"13187","Italian",2013,"hawaii","percent",0.0508905852417303
"13188","Portuguese",2013,"hawaii","percent",0.148786978225822
"13189","German",2013,"hawaii","percent",0.358564963191733
"13190","Yiddish",2013,"hawaii","percent",0.0030301264495076
"13191","Dutch",2013,"hawaii","percent",0.0345745197443816
"13192","Afrikaans",2013,"hawaii","percent",0.00388477749936872
"13193","Swedish",2013,"hawaii","percent",0.0291358312452654
"13194","Danish",2013,"hawaii","percent",0.0163160654973486
"13195","Norwegian",2013,"hawaii","percent",0.0159275877474118
"13196","Icelandic",2013,"hawaii","percent",0.00194238874968436
"13197","Greek",2013,"hawaii","percent",0.0149175455975759
"13198","Russian",2013,"hawaii","percent",0.0908260979352408
"13199","Polish",2013,"hawaii","percent",0.0398578171435231
"13200","Croatian",2013,"hawaii","percent",0.00271934424955811
"13201","Serbian",2013,"hawaii","percent",0.012042810248043
"13202","Ukrainian",2013,"hawaii","percent",0.00660412174892683
"13203","Czech",2013,"hawaii","percent",0.0279703979954548
"13204","Bulgarian",2013,"hawaii","percent",0.00815803274867432
"13205","Armenian",2013,"hawaii","percent",0.00637103509896471
"13206","Persian",2013,"hawaii","percent",0.0369830817939902
"13207","Hindi",2013,"hawaii","percent",0.0318551754948235
"13208","Gujarati",2013,"hawaii","percent",0.00442864634928035
"13209","Urdu",2013,"hawaii","percent",0.00349629974943185
"13210","India nec3",2013,"hawaii","percent",0.00505021074917934
"13211","Bengali",2013,"hawaii","percent",0.00738107724880057
"13212","Marathi",2013,"hawaii","percent",0.00582716624905309
"13213","Nepali",2013,"hawaii","percent",0.00776955499873745
"13214","Sinhalese",2013,"hawaii","percent",0.00233086649962123
"13215","Jamaican Creole",2013,"hawaii","percent",0.00310782199949498
"13216","Hawaiian Pidgin",2013,"hawaii","percent",0.0260280092457704
"13217","Pidgin",2013,"hawaii","percent",0.0990618262339025
"13218","Romanian",2013,"hawaii","percent",0.0112658547481693
"13219","Irish Gaelic",2013,"hawaii","percent",0.00194238874968436
"13220","Lithuanian",2013,"hawaii","percent",0.00349629974943185
"13221","Latvian",2013,"hawaii","percent",0.00388477749936872
"13222","Pashto",2013,"hawaii","percent",0.00116543324981062
"13223","Chinese",2013,"hawaii","percent",1.34879474778082
"13224","Cantonese",2013,"hawaii","percent",0.613017889400385
"13225","Mandarin",2013,"hawaii","percent",0.438979857428666
"13226","Formosan",2013,"hawaii","percent",0.0481712409921722
"13227","Japanese",2013,"hawaii","percent",3.54548103257386
"13228","Korean",2013,"hawaii","percent",1.34226832158188
"13229","Mon-Khmer, Cambodian",2013,"hawaii","percent",0.0212885806965406
"13230","Hmong",2013,"hawaii","percent",0.00178699764970961
"13231","Thai",2013,"hawaii","percent",0.149175455975759
"13232","Laotian",2013,"hawaii","percent",0.177068158421226
"13233","Vietnamese",2013,"hawaii","percent",0.731736689781093
"13234","Turkish",2013,"hawaii","percent",0.00310782199949498
"13235","Mongolian",2013,"hawaii","percent",0.0042732552493056
"13236","Telugu",2013,"hawaii","percent",0.0143736767476643
"13237","Malayalam",2013,"hawaii","percent",0.00233086649962123
"13238","Tamil",2013,"hawaii","percent",0.00233086649962123
"13239","Burmese",2013,"hawaii","percent",0.0132082434978537
"13240","Paleo-siberian",2013,"hawaii","percent",0.0178699764970961
"13241","Tagalog",2013,"hawaii","percent",4.53314686401336
"13242","Indonesian",2013,"hawaii","percent",0.0683720839888895
"13243","Malay",2013,"hawaii","percent",0.00466173299924247
"13244","Bisayan",2013,"hawaii","percent",0.23347512771206
"13245","Sebuano",2013,"hawaii","percent",0.0202008429967174
"13246","Pangasinan",2013,"hawaii","percent",0.0132082434978537
"13247","Ilocano",2013,"hawaii","percent",4.19594817706816
"13248","Pampangan",2013,"hawaii","percent",0.00543868849911621
"13249","Micronesian",2013,"hawaii","percent",0.30806285569994
"13250","Carolinian",2013,"hawaii","percent",0.0112658547481693
"13251","Chamorro",2013,"hawaii","percent",0.0637103509896471
"13252","Kusaiean",2013,"hawaii","percent",0.0400132082434979
"13253","Marshallese",2013,"hawaii","percent",0.538430161412505
"13254","Palau",2013,"hawaii","percent",0.0450634189926772
"13255","Ponapean",2013,"hawaii","percent",0.0555523182409727
"13256","Trukese",2013,"hawaii","percent",0.347687586193501
"13257","Ulithean",2013,"hawaii","percent",0.00310782199949498
"13258","Yapese",2013,"hawaii","percent",0.012042810248043
"13259","Samoan",2013,"hawaii","percent",0.994114562088456
"13260","Tongan",2013,"hawaii","percent",0.299904822951265
"13261","Fijian",2013,"hawaii","percent",0.00505021074917934
"13262","Marquesan",2013,"hawaii","percent",0.00505021074917934
"13263","Rarotongan",2013,"hawaii","percent",0.00271934424955811
"13264","Maori",2013,"hawaii","percent",0.00543868849911621
"13265","Hawaiian",2013,"hawaii","percent",1.44591418526504
"13266","Navajo",2013,"hawaii","percent",0.00101004214983587
"13267","Foothill North Yokuts",2013,"hawaii","percent",0.0042732552493056
"13268","Upper Chinook",2013,"hawaii","percent",0.00271934424955811
"13269","Hungarian",2013,"hawaii","percent",0.0107996814482451
"13270","Arabic",2013,"hawaii","percent",0.034652215294369
"13271","Hebrew",2013,"hawaii","percent",0.0225317094963386
"13272","Amharic",2013,"hawaii","percent",0.00388477749936872
"13273","Swahili",2013,"hawaii","percent",0.00310782199949498
"13274","Bantu",2013,"hawaii","percent",0.0147621544976011
"13275","Mande",2013,"hawaii","percent",0.00388477749936872
"13276","Fulani",2013,"hawaii","percent",0.00349629974943185
"13277","Kru, Ibo, Yoruba",2013,"hawaii","percent",0.0170930209972224
"13278","Finnish",2013,"hawaii","percent",0.0069925994988637
"13279","Estonian",2013,"hawaii","percent",0.00349629974943185
"13280","Uncodable",2013,"hawaii","percent",0.00505021074917934
"13281","Only English",2013,"idaho","percent",89.5584020021711
"13282","Spanish",2013,"idaho","percent",7.8165458863858
"13283","French",2013,"idaho","percent",0.222774287002877
"13284","French Creole",2013,"idaho","percent",0.00436678541138871
"13285","Italian",2013,"idaho","percent",0.0450324745549461
"13286","Portuguese",2013,"idaho","percent",0.106781549512865
"13287","German",2013,"idaho","percent",0.306016133907475
"13288","Yiddish",2013,"idaho","percent",0.00136462044105897
"13289","Dutch",2013,"idaho","percent",0.0453736296652108
"13290","Afrikaans",2013,"idaho","percent",0.00307039599238269
"13291","Frisian",2013,"idaho","percent",0.0047761715437064
"13292","Swedish",2013,"idaho","percent",0.0272924088211795
"13293","Danish",2013,"idaho","percent",0.0122815839695308
"13294","Norwegian",2013,"idaho","percent",0.00887003286688332
"13295","Greek",2013,"idaho","percent",0.0167166004029724
"13296","Russian",2013,"idaho","percent",0.128137859415438
"13297","Polish",2013,"idaho","percent",0.0153519799619134
"13298","Serbocroatian",2013,"idaho","percent",0.1654602284784
"13299","Croatian",2013,"idaho","percent",0.0047761715437064
"13300","Serbian",2013,"idaho","percent",0.0023880857718532
"13301","Ukrainian",2013,"idaho","percent",0.0368447519085923
"13302","Czech",2013,"idaho","percent",0.0156931350721782
"13303","Armenian",2013,"idaho","percent",0.00231985474980025
"13304","Persian",2013,"idaho","percent",0.0330238146736271
"13305","Hindi",2013,"idaho","percent",0.0201963825276728
"13306","Gujarati",2013,"idaho","percent",0.00675487118324192
"13307","Urdu",2013,"idaho","percent",0.00204693066158846
"13308","Panjabi",2013,"idaho","percent",0.0173989106235019
"13309","Marathi",2013,"idaho","percent",0.00579963687450063
"13310","Nepali",2013,"idaho","percent",0.0607256096271243
"13311","Krio",2013,"idaho","percent",0.00341155110264743
"13312","Romanian",2013,"idaho","percent",0.061066764737389
"13313","Irish Gaelic",2013,"idaho","percent",0.00272924088211795
"13314","Albanian",2013,"idaho","percent",0.0109169635284718
"13315","Lithuanian",2013,"idaho","percent",0.00272924088211795
"13316","Latvian",2013,"idaho","percent",0.00375270621291217
"13317","Chinese",2013,"idaho","percent",0.148402472965163
"13318","Cantonese",2013,"idaho","percent",0.0242220128287968
"13319","Mandarin",2013,"idaho","percent",0.0334332008059448
"13320","Formosan",2013,"idaho","percent",0.0177400657337666
"13321","Japanese",2013,"idaho","percent",0.108828480174453
"13322","Korean",2013,"idaho","percent",0.0769645928757261
"13323","Mon-Khmer, Cambodian",2013,"idaho","percent",0.00668664016118897
"13324","Hmong",2013,"idaho","percent",0.00286570292622384
"13325","Thai",2013,"idaho","percent",0.0281111810858148
"13326","Laotian",2013,"idaho","percent",0.0536978143556706
"13327","Vietnamese",2013,"idaho","percent",0.0715743421335431
"13328","Uighur",2013,"idaho","percent",0.00989349819767755
"13329","Turkish",2013,"idaho","percent",0.0221750821672083
"13330","Telugu",2013,"idaho","percent",0.013305049300325
"13331","Kannada",2013,"idaho","percent",0.00341155110264743
"13332","Tamil",2013,"idaho","percent",0.0122815839695308
"13333","Burmese",2013,"idaho","percent",0.0047761715437064
"13334","Karen",2013,"idaho","percent",0.0184223759542961
"13335","Tagalog",2013,"idaho","percent",0.128683707591861
"13336","Indonesian",2013,"idaho","percent",0.00887003286688332
"13337","Bisayan",2013,"idaho","percent",0.0047761715437064
"13338","Sebuano",2013,"idaho","percent",0.00204693066158846
"13339","Chamorro",2013,"idaho","percent",0.0242220128287968
"13340","Palau",2013,"idaho","percent",0.00170577555132372
"13341","Trukese",2013,"idaho","percent",0.00307039599238269
"13342","Samoan",2013,"idaho","percent",0.00545848176423589
"13343","Tongan",2013,"idaho","percent",0.00409386132317692
"13344","Navajo",2013,"idaho","percent",0.0104393463741011
"13345","Blackfoot",2013,"idaho","percent",0.00204693066158846
"13346","Cheyenne",2013,"idaho","percent",0.0047761715437064
"13347","Kutenai",2013,"idaho","percent",0.00307039599238269
"13348","Coeur d'Alene",2013,"idaho","percent",0.00375270621291217
"13349","Apache",2013,"idaho","percent",0.000272924088211795
"13350","Nez Perce",2013,"idaho","percent",0.0365035967983275
"13351","Crow",2013,"idaho","percent",0.00102346533079423
"13352","Dakota",2013,"idaho","percent",0.00341155110264743
"13353","Paiute",2013,"idaho","percent",0.00443501643344166
"13354","Northern Paiute",2013,"idaho","percent",0.00136462044105897
"13355","Shoshoni",2013,"idaho","percent",0.0556082829731531
"13356","Pima",2013,"idaho","percent",0.000272924088211795
"13357","American Indian",2013,"idaho","percent",0.00818772264635384
"13358","Hungarian",2013,"idaho","percent",0.00736895038171845
"13359","Arabic",2013,"idaho","percent",0.0866533980072448
"13360","Hebrew",2013,"idaho","percent",0.00109169635284718
"13361","Amharic",2013,"idaho","percent",0.00989349819767755
"13362","Cushite",2013,"idaho","percent",0.0160342901824429
"13363","Swahili",2013,"idaho","percent",0.0126227390797955
"13364","Bantu",2013,"idaho","percent",0.0228573923877378
"13365","Kru, Ibo, Yoruba",2013,"idaho","percent",0.00579963687450063
"13366","African",2013,"idaho","percent",0.00170577555132372
"13367","Finnish",2013,"idaho","percent",0.00716425731555961
"13368","Caucasian",2013,"idaho","percent",0.00170577555132372
"13369","Basque",2013,"idaho","percent",0.0341155110264743
"13370","Uncodable",2013,"idaho","percent",0.00579963687450063
"13371","Only English",2013,"illinois","percent",77.6771330177806
"13372","Spanish",2013,"illinois","percent",13.0598465236694
"13373","French",2013,"illinois","percent",0.291034515670926
"13374","Patois",2013,"illinois","percent",0.00448960544100272
"13375","Cajun",2013,"illinois","percent",0.000540415469750327
"13376","French Creole",2013,"illinois","percent",0.0393006757770738
"13377","Italian",2013,"illinois","percent",0.334417406765653
"13378","Portuguese",2013,"illinois","percent",0.0552886595975335
"13379","Papia Mentae",2013,"illinois","percent",0.000415704207500252
"13380","German",2013,"illinois","percent",0.38061877238723
"13381","Yiddish",2013,"illinois","percent",0.0114069234538069
"13382","Pennsylvania Dutch",2013,"illinois","percent",0.0192471048072617
"13383","Dutch",2013,"illinois","percent",0.0286004494760173
"13384","Afrikaans",2013,"illinois","percent",0.0054457251182533
"13385","Swedish",2013,"illinois","percent",0.0162124640925098
"13386","Danish",2013,"illinois","percent",0.0059445701672536
"13387","Norwegian",2013,"illinois","percent",0.00681754900300413
"13388","Icelandic",2013,"illinois","percent",0.000207852103750126
"13389","Greek",2013,"illinois","percent",0.276875630363468
"13390","Russian",2013,"illinois","percent",0.344236340146808
"13391","Polish",2013,"illinois","percent",1.53911157193308
"13392","Serbocroatian",2013,"illinois","percent",0.097441066238059
"13393","Croatian",2013,"illinois","percent",0.0408221531765247
"13394","Serbian",2013,"illinois","percent",0.121676621535324
"13395","Bielorussian",2013,"illinois","percent",0.000872978835750529
"13396","Ukrainian",2013,"illinois","percent",0.109745910780066
"13397","Czech",2013,"illinois","percent",0.0350022942715212
"13398","Slovak",2013,"illinois","percent",0.0194549569110118
"13399","Bulgarian",2013,"illinois","percent",0.0904988059728048
"13400","Macedonian",2013,"illinois","percent",0.0178752809225108
"13401","Slovene",2013,"illinois","percent",0.0051131617522531
"13402","Armenian",2013,"illinois","percent",0.0232295511151141
"13403","Persian",2013,"illinois","percent",0.0551057497462334
"13404","Hindi",2013,"illinois","percent",0.315785544185491
"13405","Gujarati",2013,"illinois","percent",0.345832644303609
"13406","Urdu",2013,"illinois","percent",0.354288067884165
"13407","India nec3",2013,"illinois","percent",0.0215750483692631
"13408","Bengali",2013,"illinois","percent",0.0497182232170301
"13409","Panjabi",2013,"illinois","percent",0.0547482441277832
"13410","Marathi",2013,"illinois","percent",0.036290977314772
"13411","Rajasthani",2013,"illinois","percent",0.000290992945250176
"13412","Oriya",2013,"illinois","percent",0.00220323229975133
"13413","Assamese",2013,"illinois","percent",0.000914549256500554
"13414","Kashmiri",2013,"illinois","percent",0.000540415469750327
"13415","Nepali",2013,"illinois","percent",0.0260646538102658
"13416","Sindhi",2013,"illinois","percent",0.00369976744675224
"13417","Pakistan nec3",2013,"illinois","percent",0.00299307029400181
"13418","Sinhalese",2013,"illinois","percent",0.00369976744675224
"13419","Romany",2013,"illinois","percent",0.000789837994250478
"13420","Jamaican Creole",2013,"illinois","percent",0.00557043638050337
"13421","Krio",2013,"illinois","percent",0.000332563366000201
"13422","Pidgin",2013,"illinois","percent",0.000665126732000403
"13423","Romanian",2013,"illinois","percent",0.135852135011082
"13424","Welsh",2013,"illinois","percent",0.00120554220175073
"13425","Irish Gaelic",2013,"illinois","percent",0.0129699712740079
"13426","Scottic Gaelic",2013,"illinois","percent",0.000914549256500554
"13427","Albanian",2013,"illinois","percent",0.0805219049927988
"13428","Lithuanian",2013,"illinois","percent",0.119847523022323
"13429","Latvian",2013,"illinois","percent",0.0127621191702577
"13430","Pashto",2013,"illinois","percent",0.00532101385600322
"13431","Kurdish",2013,"illinois","percent",0.00162124640925098
"13432","Balochi",2013,"illinois","percent",0.000249422524500151
"13433","Chinese",2013,"illinois","percent",0.546567892021331
"13434","Hakka",2013,"illinois","percent",0.000332563366000201
"13435","Cantonese",2013,"illinois","percent",0.11560734010582
