"","X","Langs","region","dataType","value"
"2110",2110,"Tibetan",6019,"percent",0.00290656103836312
"2111",2111,"Burmese",6019,"percent",0.0116262441534525
"2112",2112,"Mien",6019,"percent",0.0168580540225061
"2113",2113,"Tagalog",6019,"percent",0.633862831246229
"2114",2114,"Indonesian",6019,"percent",0.0249964249299228
"2115",2115,"Malay",6019,"percent",0.0110449319457798
"2116",2116,"Bisayan",6019,"percent",0.00581312207672624
"2117",2117,"Sebuano",6019,"percent",0.00581312207672624
"2118",2118,"Ilocano",6019,"percent",0.0267403615529407
"2119",2119,"Trukese",6019,"percent",0.00697574649207148
"2120",2120,"Samoan",6019,"percent",0.0360413568757027
"2121",2121,"Tongan",6019,"percent",0.0261590493452681
"2122",2122,"Navajo",6019,"percent",0.00232524883069049
"2123",2123,"Cherokee",6019,"percent",0.00348787324603574
"2124",2124,"Mono",6019,"percent",0.00232524883069049
"2125",2125,"Hungarian",6019,"percent",0.011975031478056
"2126",2126,"Arabic",6019,"percent",0.419939938822703
"2127",2127,"Hebrew",6019,"percent",0.00976604508890008
"2128",2128,"Amharic",6019,"percent",0.0232524883069049
"2129",2129,"Swahili",6019,"percent",0.00523180986905361
"2130",2130,"Bantu",6019,"percent",0.00523180986905361
"2131",2131,"Kru, Ibo, Yoruba",6019,"percent",0.040110542329411
"2132",2132,"Syriac",6019,"percent",0.00523180986905361
"2133",2133,"Oto - Manguen",6019,"percent",0.0197646150608692
"2134",2134,"Only English",6029,"percent",57.8964882999224
"2135",2135,"Spanish",6029,"percent",37.3935565088857
"2136",2136,"French",6029,"percent",0.118664661405867
"2137",2137,"Patois",6029,"percent",0.00644916638075362
"2138",2138,"French Creole",6029,"percent",0.0114795161577415
"2139",2139,"Italian",6029,"percent",0.081904413035571
"2140",2140,"Portuguese",6029,"percent",0.0245068322468638
"2141",2141,"German",6029,"percent",0.14188166037658
"2142",2142,"Yiddish",6029,"percent",0.00257966655230145
"2143",2143,"Dutch",6029,"percent",0.0154779993138087
"2144",2144,"Swedish",6029,"percent",0.0051593331046029
"2145",2145,"Danish",6029,"percent",0.00902883293305507
"2146",2146,"Greek",6029,"percent",0.00838391629497971
"2147",2147,"Russian",6029,"percent",0.0754552466548174
"2148",2148,"Polish",6029,"percent",0.00812594963974957
"2149",2149,"Croatian",6029,"percent",0.00580424974267826
"2150",2150,"Ukrainian",6029,"percent",0.0051593331046029
"2151",2151,"Bulgarian",6029,"percent",0.00580424974267826
"2152",2152,"Armenian",6029,"percent",0.0234749656259432
"2153",2153,"Persian",6029,"percent",0.0624279305656951
"2154",2154,"Hindi",6029,"percent",0.0786798298451942
"2155",2155,"Gujarati",6029,"percent",0.081904413035571
"2156",2156,"Urdu",6029,"percent",0.00928679958828522
"2157",2157,"India nec3",6029,"percent",0.0193474991422609
"2158",2158,"Bengali",6029,"percent",0.0251517488849391
"2159",2159,"Panjabi",6029,"percent",0.817754297079559
"2160",2160,"Marathi",6029,"percent",0.00644916638075362
"2161",2161,"Sinhalese",6029,"percent",0.00902883293305507
"2162",2162,"Romanian",6029,"percent",0.00193474991422609
"2163",2163,"Chinese",6029,"percent",0.112215495025113
"2164",2164,"Cantonese",6029,"percent",0.0593323307029333
"2165",2165,"Mandarin",6029,"percent",0.0386949982845217
"2166",2166,"Formosan",6029,"percent",0.014188166037658
"2167",2167,"Japanese",6029,"percent",0.0999620789016812
"2168",2168,"Korean",6029,"percent",0.197602457906291
"2169",2169,"Mon-Khmer, Cambodian",6029,"percent",0.0684901469636035
"2170",2170,"Hmong",6029,"percent",0.023088015643098
"2171",2171,"Thai",6029,"percent",0.0357283817493751
"2172",2172,"Laotian",6029,"percent",0.0225720823326377
"2173",2173,"Vietnamese",6029,"percent",0.147814893446873
"2174",2174,"Turkish",6029,"percent",0.00322458319037681
"2175",2175,"Telugu",6029,"percent",0.0199924157803362
"2176",2176,"Kannada",6029,"percent",0.0219271656945623
"2177",2177,"Malayalam",6029,"percent",0.0180576658661101
"2178",2178,"Tamil",6029,"percent",0.0128983327615072
"2179",2179,"Burmese",6029,"percent",0.0109635828472812
"2180",2180,"Karen",6029,"percent",0.0161229159518841
"2181",2181,"Tagalog",6029,"percent",1.19451459704319
"2182",2182,"Indonesian",6029,"percent",0.0219271656945623
"2183",2183,"Bisayan",6029,"percent",0.037405165008371
"2184",2184,"Ilocano",6029,"percent",0.210242824012568
"2185",2185,"Pampangan",6029,"percent",0.00838391629497971
"2186",2186,"Chamorro",6029,"percent",0.00838391629497971
"2187",2187,"Marshallese",6029,"percent",0.0161229159518841
"2188",2188,"Samoan",6029,"percent",0.0103186662092058
"2189",2189,"Tongan",6029,"percent",0.00257966655230145
"2190",2190,"Navajo",6029,"percent",0.00490136644937275
"2191",2191,"Keres",6029,"percent",0.00838391629497971
"2192",2192,"Picuris",6029,"percent",0.0135432493995826
"2193",2193,"American Indian",6029,"percent",0.00193474991422609
"2194",2194,"Hungarian",6029,"percent",0.0229590323154829
"2195",2195,"Arabic",6029,"percent",0.395204915812582
"2196",2196,"Hebrew",6029,"percent",0.0131562994167374
"2197",2197,"Amharic",6029,"percent",0.021282249056487
"2198",2198,"Swahili",6029,"percent",0.00902883293305507
"2199",2199,"Kru, Ibo, Yoruba",6029,"percent",0.0245068322468638
"2200",2200,"Efik",6029,"percent",0.00902883293305507
"2201",2201,"Finnish",6029,"percent",0.00709408301882899
"2202",2202,"Caucasian",6029,"percent",0.00128983327615072
"2203",2203,"Basque",6029,"percent",0.014188166037658
"2204",2204,"Oto - Manguen",6029,"percent",0.00322458319037681
"2205",2205,"Only English",6037,"percent",43.1663357773257
"2206",2206,"Spanish",6037,"percent",39.5132590579673
"2207",2207,"French",6037,"percent",0.413471995774767
"2208",2208,"Patois",6037,"percent",0.00356860882975476
"2209",2209,"Cajun",6037,"percent",0.00070290779980018
"2210",2210,"French Creole",6037,"percent",0.033436783338187
"2211",2211,"Italian",6037,"percent",0.176516369479051
"2212",2212,"Portuguese",6037,"percent",0.12495537887217
"2213",2213,"German",6037,"percent",0.257696813372897
"2214",2214,"Yiddish",6037,"percent",0.0188919988653987
"2215",2215,"Dutch",6037,"percent",0.0509337805701361
"2216",2216,"Afrikaans",6037,"percent",0.0070290779980018
"2217",2217,"Swedish",6037,"percent",0.0322256191293005
"2218",2218,"Danish",6037,"percent",0.012760480057911
"2219",2219,"Norwegian",6037,"percent",0.0101651281817257
"2220",2220,"Icelandic",6037,"percent",0.00173023458412352
"2221",2221,"Greek",6037,"percent",0.0678251956976419
"2222",2222,"Russian",6037,"percent",0.533236670894567
"2223",2223,"Polish",6037,"percent",0.058287277552661
"2224",2224,"Serbocroatian",6037,"percent",0.0129767593809264
"2225",2225,"Croatian",6037,"percent",0.040552373065395
"2226",2226,"Serbian",6037,"percent",0.0184378122870662
"2227",2227,"Bielorussian",6037,"percent",0.000865117292061759
"2228",2228,"Ukrainian",6037,"percent",0.0194651390713896
"2229",2229,"Czech",6037,"percent",0.0153017621033424
"2230",2230,"Slovak",6037,"percent",0.00443372612181652
"2231",2231,"Bulgarian",6037,"percent",0.022384909932098
"2232",2232,"Macedonian",6037,"percent",0.00118953627658492
"2233",2233,"Slovene",6037,"percent",0.00156802509186194
"2234",2234,"Armenian",6037,"percent",1.82199108691282
"2235",2235,"Persian",6037,"percent",0.788424644120484
"2236",2236,"Hindi",6037,"percent",0.2360364391729
"2237",2237,"Gujarati",6037,"percent",0.103468028130586
"2238",2238,"Urdu",6037,"percent",0.0942653429362795
"2239",2239,"India nec3",6037,"percent",0.016977926856712
"2240",2240,"Bengali",6037,"percent",0.102354189617057
"2241",2241,"Panjabi",6037,"percent",0.09343266754267
"2242",2242,"Marathi",6037,"percent",0.0162750190569118
"2243",2243,"Oriya",6037,"percent",0.0021627932301544
"2244",2244,"Assamese",6037,"percent",0.00048662847678474
"2245",2245,"Kashmiri",6037,"percent",0.00124360610733878
"2246",2246,"Nepali",6037,"percent",0.0191407200868664
"2247",2247,"Sindhi",6037,"percent",0.00275756136844686
"2248",2248,"Pakistan nec3",6037,"percent",0.00319012001447774
"2249",2249,"Sinhalese",6037,"percent",0.0434180740953495
"2250",2250,"Jamaican Creole",6037,"percent",0.00708314782875565
"2251",2251,"Krio",6037,"percent",0.00037848881527702
"2252",2252,"Pidgin",6037,"percent",0.00059476813829246
"2253",2253,"Catalonian",6037,"percent",0.000865117292061759
"2254",2254,"Romanian",6037,"percent",0.0679117074268481
"2255",2255,"Welsh",6037,"percent",0.00043255864603088
"2256",2256,"Irish Gaelic",6037,"percent",0.00389302781427792
"2257",2257,"Albanian",6037,"percent",0.00443372612181652
"2258",2258,"Lithuanian",6037,"percent",0.0166535078721889
"2259",2259,"Latvian",6037,"percent",0.00551512273689372
"2260",2260,"Pashto",6037,"percent",0.0064883796904632
"2261",2261,"Kurdish",6037,"percent",0.00210872339940054
"2262",2262,"Balochi",6037,"percent",0.000973256953569479
"2263",2263,"Chinese",6037,"percent",1.88579348720237
"2264",2264,"Hakka",6037,"percent",0.00129767593809264
"2265",2265,"Cantonese",6037,"percent",0.768872993319889
"2266",2266,"Mandarin",6037,"percent",0.973148813907972
"2267",2267,"Formosan",6037,"percent",0.151774014926085
"2268",2268,"Wu",6037,"percent",0.00286570102995458
"2269",2269,"Japanese",6037,"percent",0.559222631554872
"2270",2270,"Korean",6037,"percent",1.97903150335433
"2271",2271,"Mon-Khmer, Cambodian",6037,"percent",0.325630148732046
"2272",2272,"Hmong",6037,"percent",0.0123279214118801
"2273",2273,"Thai",6037,"percent",0.237096207855676
"2274",2274,"Laotian",6037,"percent",0.0301168957299
"2275",2275,"Vietnamese",6037,"percent",0.871865206939841
"2276",2276,"Kazakh",6037,"percent",0.00037848881527702
"2277",2277,"Uighur",6037,"percent",0.00129767593809264
"2278",2278,"Azerbaijani",6037,"percent",0.00178430441487738
"2279",2279,"Turkish",6037,"percent",0.0404442334038873
"2280",2280,"Mongolian",6037,"percent",0.0110302454737874
"2281",2281,"Dravidian",6037,"percent",0.0010813966150772
"2282",2282,"Telugu",6037,"percent",0.0499605236165666
"2283",2283,"Kannada",6037,"percent",0.0122738515811262
"2284",2284,"Malayalam",6037,"percent",0.0284948008072842
"2285",2285,"Tamil",6037,"percent",0.0527180849850135
"2286",2286,"Munda",6037,"percent",0.000865117292061759
"2287",2287,"Tibetan",6037,"percent",0.00129767593809264
"2288",2288,"Burmese",6037,"percent",0.0587739060294458
"2289",2289,"Karen",6037,"percent",0.00032441898452316
"2290",2290,"Mien",6037,"percent",0.00183837424563124
"2291",2291,"Tagalog",6037,"percent",2.46188590595245
"2292",2292,"Indonesian",6037,"percent",0.103435586232134
"2293",2293,"Javanese",6037,"percent",0.0010813966150772
"2294",2294,"Malay",6037,"percent",0.0107058264892643
"2295",2295,"Bisayan",6037,"percent",0.0341721330364395
"2296",2296,"Sebuano",6037,"percent",0.0103814075047411
"2297",2297,"Pangasinan",6037,"percent",0.00329825967598546
"2298",2298,"Ilocano",6037,"percent",0.0278459628382379
"2299",2299,"Bikol",6037,"percent",0.00064883796904632
"2300",2300,"Pampangan",6037,"percent",0.00627210036744776
"2301",2301,"Chamorro",6037,"percent",0.0125442007348955
"2302",2302,"Palau",6037,"percent",0.00118953627658492
"2303",2303,"Samoan",6037,"percent",0.0643971684278472
"2304",2304,"Tongan",6037,"percent",0.0190866502561126
"2305",2305,"Fijian",6037,"percent",0.00502849426010898
"2306",2306,"Maori",6037,"percent",0.0002703491537693
"2307",2307,"Hawaiian",6037,"percent",0.00373081832201634
"2308",2308,"Navajo",6037,"percent",0.00224930495936057
"2309",2309,"Cree",6037,"percent",0.00102732678432334
"2310",2310,"Ojibwa",6037,"percent",0.00043255864603088
"2311",2311,"Apache",6037,"percent",0.00021627932301544
"2312",2312,"Choctaw",6037,"percent",0.00059476813829246
"2313",2313,"Cherokee",6037,"percent",0.0005406983075386
"2314",2314,"Hopi",6037,"percent",0.000756977630554039
"2315",2315,"American Indian",6037,"percent",0.000865117292061759
"2316",2316,"Hungarian",6037,"percent",0.0564272753747283
"2317",2317,"Arabic",6037,"percent",0.470883342069216
"2318",2318,"Hebrew",6037,"percent",0.26867298901593
"2319",2319,"Amharic",6037,"percent",0.0848355644528063
"2320",2320,"Berber",6037,"percent",0.0005406983075386
"2321",2321,"Chadic",6037,"percent",0.00037848881527702
"2322",2322,"Cushite",6037,"percent",0.00173023458412352
"2323",2323,"Nilotic",6037,"percent",0.00048662847678474
"2324",2324,"Swahili",6037,"percent",0.0147610637958038
"2325",2325,"Bantu",6037,"percent",0.0161128095646503
"2326",2326,"Mande",6037,"percent",0.00205465356864668
"2327",2327,"Fulani",6037,"percent",0.0024331423839237
"2328",2328,"Kru, Ibo, Yoruba",6037,"percent",0.0933245278811623
"2329",2329,"Efik",6037,"percent",0.000919187122815619
"2330",2330,"African",6037,"percent",0.00286570102995458
"2331",2331,"Finnish",6037,"percent",0.0104895471662488
"2332",2332,"Estonian",6037,"percent",0.00302791052221616
"2333",2333,"Caucasian",6037,"percent",0.00264942170693914
"2334",2334,"Basque",6037,"percent",0.00113546644583106
"2335",2335,"Syriac",6037,"percent",0.0282244516535149
"2336",2336,"Aztecan",6037,"percent",0.000756977630554039
"2337",2337,"Misumalpan",6037,"percent",0.00037848881527702
"2338",2338,"Oto - Manguen",6037,"percent",0.00183837424563124
"2339",2339,"Quechua",6037,"percent",0.000865117292061759
"2340",2340,"Arawakian",6037,"percent",0.0048662847678474
"2341",2341,"Tupi-Guarani",6037,"percent",0.00032441898452316
"2342",2342,"Only English",6053,"percent",47.4333300645667
"2343",2343,"Spanish",6053,"percent",45.7967102444865
"2344",2344,"French",6053,"percent",0.287737480193855
"2345",2345,"French Creole",6053,"percent",0.00645151300883083
"2346",2346,"Italian",6053,"percent",0.255479915149701
"2347",2347,"Portuguese",6053,"percent",0.187093877256094
"2348",2348,"German",6053,"percent",0.402574411751044
"2349",2349,"Yiddish",6053,"percent",0.00825793665130346
"2350",2350,"Dutch",6053,"percent",0.0438702884600497
"2351",2351,"Swedish",6053,"percent",0.0116127234158955
"2352",2352,"Danish",6053,"percent",0.015483631221194
"2353",2353,"Norwegian",6053,"percent",0.0193545390264925
"2354",2354,"Greek",6053,"percent",0.0521282251113531
"2355",2355,"Russian",6053,"percent",0.108385418548358
"2356",2356,"Polish",6053,"percent",0.0596119802015969
"2357",2357,"Croatian",6053,"percent",0.0103224208141293
"2358",2358,"Serbian",6053,"percent",0.015483631221194
"2359",2359,"Ukrainian",6053,"percent",0.0180642364247263
"2360",2360,"Czech",6053,"percent",0.0438702884600497
"2361",2361,"Armenian",6053,"percent",0.00180642364247263
"2362",2362,"Persian",6053,"percent",0.0797407007891491
"2363",2363,"Hindi",6053,"percent",0.123352928728845
"2364",2364,"Gujarati",6053,"percent",0.0219351442300248
"2365",2365,"Urdu",6053,"percent",0.0492895593874675
"2366",2366,"India nec3",6053,"percent",0.0245157494335572
"2367",2367,"Bengali",6053,"percent",0.0141933286194278
"2368",2368,"Panjabi",6053,"percent",0.0735472483006715
"2369",2369,"Marathi",6053,"percent",0.0141933286194278
"2370",2370,"Nepali",6053,"percent",0.0270963546370895
"2371",2371,"Romanian",6053,"percent",0.0399993806547512
"2372",2372,"Albanian",6053,"percent",0.0129030260176617
"2373",2373,"Pashto",6053,"percent",0.0141933286194278
"2374",2374,"Chinese",6053,"percent",0.352252610282163
"2375",2375,"Cantonese",6053,"percent",0.0683860378936068
"2376",2376,"Mandarin",6053,"percent",0.109675721150124
"2377",2377,"Formosan",6053,"percent",0.015483631221194
"2378",2378,"Japanese",6053,"percent",0.350446186639691
"2379",2379,"Korean",6053,"percent",0.461670270911934
"2380",2380,"Mon-Khmer, Cambodian",6053,"percent",0.0366445938901591
"2381",2381,"Hmong",6053,"percent",0.0307092019220348
"2382",2382,"Thai",6053,"percent",0.058579738120184
"2383",2383,"Laotian",6053,"percent",0.0054192709274179
"2384",2384,"Vietnamese",6053,"percent",0.431993311071312
"2385",2385,"Turkish",6053,"percent",0.0567733144777113
"2386",2386,"Telugu",6053,"percent",0.0335478676459203
"2387",2387,"Malayalam",6053,"percent",0.0116127234158955
"2388",2388,"Tamil",6053,"percent",0.0322575650441542
"2389",2389,"Burmese",6053,"percent",0.00516121040706466
"2390",2390,"Tagalog",6053,"percent",1.56591123750342
"2391",2391,"Indonesian",6053,"percent",0.0206448416282587
"2392",2392,"Bisayan",6053,"percent",0.0709666430971391
"2393",2393,"Sebuano",6053,"percent",0.0180642364247263
"2394",2394,"Pangasinan",6053,"percent",0.00903211821236316
"2395",2395,"Ilocano",6053,"percent",0.07741815610597
"2396",2396,"Pampangan",6053,"percent",0.0167739338229602
"2397",2397,"Chamorro",6053,"percent",0.0761278535042038
"2398",2398,"Samoan",6053,"percent",0.0554830118759451
"2399",2399,"Tongan",6053,"percent",0.0322575650441542
"2400",2400,"Navajo",6053,"percent",0.00129030260176617
"2401",2401,"Choctaw",6053,"percent",0.00516121040706466
"2402",2402,"Arabic",6053,"percent",0.426574040143894
"2403",2403,"Hebrew",6053,"percent",0.0345801097273333
"2404",2404,"Amharic",6053,"percent",0.00516121040706466
"2405",2405,"Swahili",6053,"percent",0.0129030260176617
"2406",2406,"Kru, Ibo, Yoruba",6053,"percent",0.00645151300883083
"2407",2407,"Syriac",6053,"percent",0.0141933286194278
"2408",2408,"Oto - Manguen",6053,"percent",0.132901167981915
"2409",2409,"Only English",6059,"percent",54.4953267988598
"2410",2410,"Spanish",6059,"percent",26.4952862337884
"2411",2411,"French",6059,"percent",0.296194961328548
"2412",2412,"French Creole",6059,"percent",0.000454608559300015
"2413",2413,"Italian",6059,"percent",0.136102808676589
"2414",2414,"Portuguese",6059,"percent",0.132186181088774
"2415",2415,"German",6059,"percent",0.301964993042741
"2416",2416,"Yiddish",6059,"percent",0.00685409827867715
"2417",2417,"Dutch",6059,"percent",0.0942438513318107
"2418",2418,"Afrikaans",6059,"percent",0.0110155150907311
"2419",2419,"Swedish",6059,"percent",0.0426632647958475
"2420",2420,"Danish",6059,"percent",0.0155616006837313
"2421",2421,"Norwegian",6059,"percent",0.0118897623201542
"2422",2422,"Icelandic",6059,"percent",0.00174849445884621
"2423",2423,"Greek",6059,"percent",0.0883689099500875
"2424",2424,"Russian",6059,"percent",0.201321651991553
"2425",2425,"Polish",6059,"percent",0.0688557117893638
"2426",2426,"Serbocroatian",6059,"percent",0.0248286213156162
"2427",2427,"Croatian",6059,"percent",0.0181843423720006
"2428",2428,"Serbian",6059,"percent",0.0117149128742696
"2429",2429,"Ukrainian",6059,"percent",0.0215064818438084
"2430",2430,"Czech",6059,"percent",0.0236046751944238
"2431",2431,"Slovak",6059,"percent",0.00559518226830787
"2432",2432,"Bulgarian",6059,"percent",0.0206322346143853
"2433",2433,"Macedonian",6059,"percent",0.00279759113415394
"2434",2434,"Armenian",6059,"percent",0.126695908487996
"2435",2435,"Persian",6059,"percent",1.07847138221634
"2436",2436,"Hindi",6059,"percent",0.371030524167166
"2437",2437,"Gujarati",6059,"percent",0.257588203677224
"2438",2438,"Urdu",6059,"percent",0.212057407968868
"2439",2439,"India nec3",6059,"percent",0.0452860064841169
"2440",2440,"Bengali",6059,"percent",0.0755349606221563
"2441",2441,"Panjabi",6059,"percent",0.126066450482812
"2442",2442,"Marathi",6059,"percent",0.0486081459559247
"2443",2443,"Assamese",6059,"percent",0.00227304279650007
"2444",2444,"Kashmiri",6059,"percent",0.00192334390473083
"2445",2445,"Nepali",6059,"percent",0.00821792395657719
"2446",2446,"Sindhi",6059,"percent",0.00944187007776954
"2447",2447,"Pakistan nec3",6059,"percent",0.00804307451069257
"2448",2448,"Sinhalese",6059,"percent",0.0372429319734243
"2449",2449,"Romany",6059,"percent",0.00139879556707697
"2450",2450,"Catalonian",6059,"percent",0.00139879556707697
"2451",2451,"Romanian",6059,"percent",0.138655610586504
"2452",2452,"Irish Gaelic",6059,"percent",0.00489578448476939
"2453",2453,"Albanian",6059,"percent",0.0139879556707697
"2454",2454,"Lithuanian",6059,"percent",0.0131137084413466
"2455",2455,"Latvian",6059,"percent",0.00437123614711553
"2456",2456,"Pashto",6059,"percent",0.0419638670123091
"2457",2457,"Kurdish",6059,"percent",0.00314729002592318
"2458",2458,"Chinese",6059,"percent",1.34231919605624
"2459",2459,"Cantonese",6059,"percent",0.195131981607237
"2460",2460,"Mandarin",6059,"percent",0.565987656328518
"2461",2461,"Formosan",6059,"percent",0.193558336594275
"2462",2462,"Wu",6059,"percent",0.00454608559300015
"2463",2463,"Japanese",6059,"percent",0.531192616597479
"2464",2464,"Korean",6059,"percent",2.61886003057068
"2465",2465,"Mon-Khmer, Cambodian",6059,"percent",0.199258428530114
"2466",2466,"Hmong",6059,"percent",0.0513707672009017
"2467",2467,"Thai",6059,"percent",0.128514342725196
"2468",2468,"Laotian",6059,"percent",0.0889284281769183
"2469",2469,"Vietnamese",6059,"percent",5.80052545755477
"2470",2470,"Azerbaijani",6059,"percent",0.00227304279650007
"2471",2471,"Turkish",6059,"percent",0.0685409827867715
"2472",2472,"Mongolian",6059,"percent",0.00122394612119235
"2473",2473,"Telugu",6059,"percent",0.0879492712799644
"2474",2474,"Kannada",6059,"percent",0.00821792395657719
"2475",2475,"Malayalam",6059,"percent",0.0285004596791932
"2476",2476,"Tamil",6059,"percent",0.0965168941283108
"2477",2477,"Munda",6059,"percent",0.00209819335061545
"2478",2478,"Tibetan",6059,"percent",0.00437123614711553
"2479",2479,"Burmese",6059,"percent",0.0276262124497701
"2480",2480,"Mien",6059,"percent",0.00157364501296159
"2481",2481,"Tagalog",6059,"percent",1.57892546622731
"2482",2482,"Indonesian",6059,"percent",0.111379097028504
"2483",2483,"Cham",6059,"percent",0.0066442789436156
"2484",2484,"Malay",6059,"percent",0.0099664184154234
"2485",2485,"Bisayan",6059,"percent",0.026751965220347
"2486",2486,"Sebuano",6059,"percent",0.0104909667530773
"2487",2487,"Pangasinan",6059,"percent",0.00104909667530773
"2488",2488,"Ilocano",6059,"percent",0.0145125040084235
"2489",2489,"Bikol",6059,"percent",0.000699397783538484
"2490",2490,"Pampangan",6059,"percent",0.0033221394718078
"2491",2491,"Chamorro",6059,"percent",0.00979156896953878
"2492",2492,"Marshallese",6059,"percent",0.00874247229423105
"2493",2493,"Melanesian",6059,"percent",0.00297244058003856
"2494",2494,"Samoan",6059,"percent",0.0491326942935785
"2495",2495,"Tongan",6059,"percent",0.0526296832112709
"2496",2496,"Fijian",6059,"percent",0.00349698891769242
"2497",2497,"Hawaiian",6059,"percent",0.00437123614711553
"2498",2498,"Navajo",6059,"percent",0.00188837401555391
"2499",2499,"Karok",6059,"percent",0.00192334390473083
"2500",2500,"Hungarian",6059,"percent",0.0361588654089396
"2501",2501,"Arabic",6059,"percent",0.636032344349898
"2502",2502,"Hebrew",6059,"percent",0.0759196294031025
"2503",2503,"Amharic",6059,"percent",0.0337459430557319
"2504",2504,"Chadic",6059,"percent",0.00104909667530773
"2505",2505,"Cushite",6059,"percent",0.00349698891769242
"2506",2506,"Swahili",6059,"percent",0.0239543740861931
"2507",2507,"Bantu",6059,"percent",0.00646942949773098
"2508",2508,"Kru, Ibo, Yoruba",6059,"percent",0.0222058796273469
"2509",2509,"African",6059,"percent",0.00384668780946166
"2510",2510,"Finnish",6059,"percent",0.00734367672715408
"2511",2511,"Estonian",6059,"percent",0.00174849445884621
"2512",2512,"Caucasian",6059,"percent",0.00262274168826932
"2513",2513,"Syriac",6059,"percent",0.0171352456966929
"2514",2514,"Only English",6061,"percent",85.0320856093581
"2515",2515,"Spanish",6061,"percent",6.76766200174823
"2516",2516,"French",6061,"percent",0.462414639749162
"2517",2517,"French Creole",6061,"percent",0.0211815738207681
"2518",2518,"Italian",6061,"percent",0.261637186490333
"2519",2519,"Portuguese",6061,"percent",0.225240679361689
"2520",2520,"German",6061,"percent",0.398273254235569
"2521",2521,"Yiddish",6061,"percent",0.0071599686154709
"2522",2522,"Dutch",6061,"percent",0.0790579867958245
"2523",2523,"Swedish",6061,"percent",0.0402748234620238
"2524",2524,"Danish",6061,"percent",0.0208832417951235
"2525",2525,"Norwegian",6061,"percent",0.0223749019233466
"2526",2526,"Greek",6061,"percent",0.0560864208211887
"2527",2527,"Russian",6061,"percent",0.832048019522848
"2528",2528,"Polish",6061,"percent",0.0268498823080159
"2529",2529,"Serbocroatian",6061,"percent",0.0223749019233466
"2530",2530,"Serbian",6061,"percent",0.0223749019233466
"2531",2531,"Ukrainian",6061,"percent",0.176015895130326
"2532",2532,"Czech",6061,"percent",0.0223749019233466
"2533",2533,"Bulgarian",6061,"percent",0.0313248626926852
"2534",2534,"Armenian",6061,"percent",0.0238665620515697
"2535",2535,"Persian",6061,"percent",0.535505986032095
"2536",2536,"Hindi",6061,"percent",0.240455612669564
"2537",2537,"Gujarati",6061,"percent",0.0772679946419568
"2538",2538,"Urdu",6061,"percent",0.0301315345901067
"2539",2539,"Bengali",6061,"percent",0.00745830064111552
"2540",2540,"Panjabi",6061,"percent",0.34606514974776
"2541",2541,"Marathi",6061,"percent",0.0313248626926852
"2542",2542,"Nepali",6061,"percent",0.00596664051289242
"2543",2543,"Sinhalese",6061,"percent",0.0134249411540079
"2544",2544,"Romanian",6061,"percent",0.167065934360988
"2545",2545,"Irish Gaelic",6061,"percent",0.014916601282231
"2546",2546,"Lithuanian",6061,"percent",0.0104416208975617
"2547",2547,"Pashto",6061,"percent",0.0223749019233466
"2548",2548,"Chinese",6061,"percent",0.372915032055776
"2549",2549,"Cantonese",6061,"percent",0.119332810257848
"2550",2550,"Mandarin",6061,"percent",0.0820413070522708
"2551",2551,"Formosan",6061,"percent",0.0238665620515697
"2552",2552,"Japanese",6061,"percent",0.240753944695209
"2553",2553,"Korean",6061,"percent",0.349645134055496
"2554",2554,"Mon-Khmer, Cambodian",6061,"percent",0.025954886231082
"2555",2555,"Hmong",6061,"percent",0.0495231162570071
"2556",2556,"Thai",6061,"percent",0.0617547293084365
"2557",2557,"Laotian",6061,"percent",0.0128282771027187
"2558",2558,"Vietnamese",6061,"percent",0.392604945748321
"2559",2559,"Kazakh",6061,"percent",0.0372915032055776
"2560",2560,"Telugu",6061,"percent",0.0805496469240476
"2561",2561,"Kannada",6061,"percent",0.014916601282231
"2562",2562,"Malayalam",6061,"percent",0.0253582221797928
"2563",2563,"Tamil",6061,"percent",0.117841150129625
"2564",2564,"Mien",6061,"percent",0.0193915816669004
"2565",2565,"Tagalog",6061,"percent",1.29863930763103
"2566",2566,"Indonesian",6061,"percent",0.04325814371847
"2567",2567,"Bisayan",6061,"percent",0.0686163658982628
"2568",2568,"Sebuano",6061,"percent",0.0298332025644621
"2569",2569,"Ilocano",6061,"percent",0.014916601282231
"2570",2570,"Hungarian",6061,"percent",0.0402748234620238
"2571",2571,"Arabic",6061,"percent",0.29117205702915
"2572",2572,"Hebrew",6061,"percent",0.0229715659746358
"2573",2573,"Finnish",6061,"percent",0.0223749019233466
"2574",2574,"Syriac",6061,"percent",0.028341542436239
"2575",2575,"Only English",6065,"percent",60.1362218439626
"2576",2576,"Spanish",6065,"percent",33.0781289981488
"2577",2577,"French",6065,"percent",0.239677308726141
"2578",2578,"Patois",6065,"percent",0.00532078788292138
"2579",2579,"French Creole",6065,"percent",0.0157205096540859
"2580",2580,"Italian",6065,"percent",0.108544072811596
"2581",2581,"Portuguese",6065,"percent",0.0795699642491425
"2582",2582,"German",6065,"percent",0.257816358327009
"2583",2583,"Yiddish",6065,"percent",0.0108350589615854
"2584",2584,"Dutch",6065,"percent",0.0713469284300822
"2585",2585,"Afrikaans",6065,"percent",0.0130601157126252
"2586",2586,"Frisian",6065,"percent",0.00120926997339122
"2587",2587,"Swedish",6065,"percent",0.0135438237019817
"2588",2588,"Danish",6065,"percent",0.011850845739234
